gene	AD.Ex.betweenness	AD.Ex.degree_in	AD.Ex.degree_out	Ctrl.Ex.betweenness	Ctrl.Ex.degree_in	Ctrl.Ex.degree_out	AD.In.betweenness	AD.In.degree_in	AD.In.degree_out	Ctrl.In.betweenness	Ctrl.In.degree_in	Ctrl.In.degree_out	AD.Mic.betweenness	AD.Mic.degree_in	AD.Mic.degree_out	Ctrl.Mic.betweenness	Ctrl.Mic.degree_in	Ctrl.Mic.degree_out	AD.Oli.betweenness	AD.Oli.degree_in	AD.Oli.degree_out	Ctrl.Oli.betweenness	Ctrl.Oli.degree_in	Ctrl.Oli.degree_out
NRGN	0	108	0	0	112	0	0	113	0	0	120	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRIP1	NA	NA	NA	NA	NA	NA	0	52	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRL	1212.34493449749	56	112	894.749918582764	56	130	951.144701810572	65	128	1054.3566522499	73	134	0	0	49	0	0	58	0	0	89	0	0	80
NRN1	0	124	0	0	133	0	0	52	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRN1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	0	NA	NA	NA
NRP1	0	51	0	0	52	0	0	69	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRXN1	0	129	0	0	132	0	0	110	0	0	114	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRXN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	0	NA	NA	NA	NA	NA	NA
NRXN3	0	87	0	0	96	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSD1	0	82	0	0	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSMCE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	97	0	0	89	0	NA	NA	NA	NA	NA	NA
NSMCE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	45	0	NA	NA	NA	NA	NA	NA
NSUN2	0	77	0	0	81	0	0	83	0	0	95	0	0	55	0	0	54	0	NA	NA	NA	NA	NA	NA
NT5DC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	93	0	0	87	0
NT5DC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	42	0
NTM	0	94	0	0	98	0	0	86	0	0	90	0	NA	NA	NA	NA	NA	NA	0	77	0	0	77	0
NTMT1	0	52	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTPCR	NA	NA	NA	NA	NA	NA	0	53	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTRK2	0	145	0	0	169	0	0	144	0	0	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NTRK3	0	97	0	0	104	0	0	73	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUAK1	0	53	0	0	56	0	0	81	0	0	86	0	0	60	0	0	49	0	0	51	0	0	54	0
NUAK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	56	0	0	45	0
NUBP1	NA	NA	NA	NA	NA	NA	0	40	0	0	39	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUCKS1	0	54	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDCD3	0	75	0	0	78	0	0	72	0	0	74	0	0	70	0	0	57	0	NA	NA	NA	NA	NA	NA
NUDT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	62	0
NUDT21	NA	NA	NA	NA	NA	NA	0	59	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT3	NA	NA	NA	NA	NA	NA	0	41	0	0	42	0	0	68	0	0	67	0	NA	NA	NA	NA	NA	NA
NUDT4	0	85	0	0	87	0	0	71	0	0	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUFIP1	NA	NA	NA	NA	NA	NA	0	52	0	0	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUFIP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	0	76	0	0	82	0	0	75	0
NUGGC	NA	NA	NA	NA	NA	NA	0	34	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUMB	NA	NA	NA	NA	NA	NA	0	64	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUP133	0	94	0	0	95	0	0	85	0	0	93	0	NA	NA	NA	NA	NA	NA	0	65	0	0	73	0
NUP153	0	56	0	0	64	0	0	59	0	0	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUP160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	64	0
NUP205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	70	0	0	65	0
NUTF2	0	57	0	0	58	0	0	49	0	0	51	0	0	30	0	0	44	0	NA	NA	NA	NA	NA	NA
NWD2	0	139	0	0	138	0	0	63	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NXF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	64	0
NXN	0	92	0	0	97	0	0	96	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NXPH1	0	87	0	0	96	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NXPH3	NA	NA	NA	NA	NA	NA	0	37	0	0	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NYAP1	NA	NA	NA	NA	NA	NA	0	55	0	0	62	0	NA	NA	NA	NA	NA	NA	0	27	0	0	30	0
OARD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	54	0	NA	NA	NA	NA	NA	NA
OAT	0	93	0	0	94	0	0	61	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OAZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	46	0	0	46	0	0	45	0
OCIAD1	NA	NA	NA	NA	NA	NA	0	53	0	0	52	0	NA	NA	NA	NA	NA	NA	0	104	0	0	98	0
OGDH	NA	NA	NA	NA	NA	NA	0	84	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OGFOD1	NA	NA	NA	NA	NA	NA	0	57	0	0	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OLFM1	0	84	0	0	88	0	0	77	0	0	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OLFM2	0	44	0	0	43	0	0	36	0	0	37	0	NA	NA	NA	NA	NA	NA	0	47	0	0	42	0
OLIG1	0	0	76	0	0	76	0	0	90	0	0	92	0	0	32	0	0	33	0	0	51	0	0	48
OLIG2	0	0	47	0	0	52	0	0	57	0	0	64	NA	NA	NA	NA	NA	NA	236.112132617125	59	36	283.5328077753	62	35
ONECUT1	0	0	508	0	0	552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	391	0	0	336
ONECUT2	0	0	695	0	0	700	0	0	801	0	0	849	NA	NA	NA	NA	NA	NA	0	0	400	0	0	376
ONECUT3	0	0	729	0	0	821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPALIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	61	0	0	61	0
OPCML	0	158	0	0	166	0	0	142	0	0	149	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPTN	0	71	0	0	68	0	0	48	0	0	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ORC2	NA	NA	NA	NA	NA	NA	0	36	0	0	38	0	0	34	0	0	36	0	NA	NA	NA	NA	NA	NA
ORC6	0	62	0	0	66	0	0	53	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSBP2	NA	NA	NA	NA	NA	NA	0	94	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSBPL3	0	81	0	0	83	0	NA	NA	NA	NA	NA	NA	0	64	0	0	58	0	NA	NA	NA	NA	NA	NA
OSBPL6	0	67	0	0	63	0	0	64	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSBPL8	0	88	0	0	97	0	0	99	0	0	105	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSGEP	0	53	0	0	56	0	NA	NA	NA	NA	NA	NA	0	55	0	0	57	0	NA	NA	NA	NA	NA	NA
OSTF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	93	0	0	93	0
OTUB1	0	85	0	0	88	0	0	78	0	0	83	0	NA	NA	NA	NA	NA	NA	0	50	0	0	53	0
OTUD3	NA	NA	NA	NA	NA	NA	0	57	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTULIN	0	85	0	0	71	0	0	53	0	0	54	0	0	86	0	0	81	0	NA	NA	NA	NA	NA	NA
OTX1	0	0	9	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
