gene	AD.Ex.betweenness	AD.Ex.degree_in	AD.Ex.degree_out	Ctrl.Ex.betweenness	Ctrl.Ex.degree_in	Ctrl.Ex.degree_out	AD.In.betweenness	AD.In.degree_in	AD.In.degree_out	Ctrl.In.betweenness	Ctrl.In.degree_in	Ctrl.In.degree_out	AD.Mic.betweenness	AD.Mic.degree_in	AD.Mic.degree_out	Ctrl.Mic.betweenness	Ctrl.Mic.degree_in	Ctrl.Mic.degree_out	AD.Oli.betweenness	AD.Oli.degree_in	AD.Oli.degree_out	Ctrl.Oli.betweenness	Ctrl.Oli.degree_in	Ctrl.Oli.degree_out
SDC3	NA	NA	NA	NA	NA	NA	0	85	0	0	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDCBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	45	0	NA	NA	NA	NA	NA	NA
SDCBP2	0	77	0	0	65	0	0	63	0	0	61	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDCCAG8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	66	0	NA	NA	NA	NA	NA	NA
SDHAF3	NA	NA	NA	NA	NA	NA	0	64	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDHC	0	60	0	0	63	0	0	54	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SDK2	0	104	0	0	105	0	0	83	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC14L1	0	112	0	0	119	0	0	116	0	0	124	0	0	80	0	0	80	0	NA	NA	NA	NA	NA	NA
SEC14L2	0	52	0	0	69	0	0	57	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC14L5	0	85	0	0	92	0	0	71	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC22C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	0	0	74	0
SEC61A1	0	90	0	0	99	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEC61G	0	37	0	0	38	0	0	33	0	0	33	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEH1L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	54	0	NA	NA	NA	NA	NA	NA
SEMA3B	NA	NA	NA	NA	NA	NA	0	68	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEMA4C	NA	NA	NA	NA	NA	NA	0	60	0	0	64	0	NA	NA	NA	NA	NA	NA	0	115	0	0	106	0
SEMA5A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	123	0	0	122	0
SEMA6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	103	0	0	101	0
SEMA6B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	46	0	NA	NA	NA	NA	NA	NA
SEMA7A	NA	NA	NA	NA	NA	NA	0	63	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SENP2	0	71	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERINC2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	0	0	27	0
SERINC3	0	59	0	0	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERINC5	NA	NA	NA	NA	NA	NA	0	64	0	0	64	0	0	49	0	0	52	0	NA	NA	NA	NA	NA	NA
SERP2	0	60	0	0	59	0	0	66	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERPINB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	65	0	0	60	0	0	60	0
SERPINB6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	57	0	0	73	0	0	79	0
SERPINB9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	0	66	0	NA	NA	NA	NA	NA	NA
SERPINI1	NA	NA	NA	NA	NA	NA	0	59	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERTAD2	NA	NA	NA	NA	NA	NA	0	66	0	0	68	0	0	60	0	0	61	0	NA	NA	NA	NA	NA	NA
SESN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	59	0	NA	NA	NA	NA	NA	NA
SESN2	NA	NA	NA	NA	NA	NA	0	44	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SESN3	0	69	0	0	70	0	0	121	0	0	131	0	0	53	0	0	50	0	NA	NA	NA	NA	NA	NA
SETBP1	0	67	0	0	65	0	0	70	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SETD5	0	75	0	0	76	0	0	91	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEZ6	0	89	0	0	77	0	0	72	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEZ6L	0	69	0	0	72	0	0	62	0	0	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SF3A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	38	0	0	45	0	0	47	0
SF3B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	42	0	NA	NA	NA	NA	NA	NA
SF3B4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	80	0	0	68	0	NA	NA	NA	NA	NA	NA
SFMBT2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	85	0	0	63	0	0	91	0	0	100	0
SFPQ	NA	NA	NA	NA	NA	NA	0	49	0	0	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFR1	NA	NA	NA	NA	NA	NA	0	44	0	0	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFSWAP	NA	NA	NA	NA	NA	NA	0	52	0	0	55	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFXN1	0	42	0	0	43	0	0	38	0	0	38	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SFXN5	0	73	0	0	71	0	0	58	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGK1	NA	NA	NA	NA	NA	NA	0	96	0	0	102	0	0	92	0	0	81	0	0	107	0	0	106	0
SGK3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	69	0	0	64	0
SGMS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	61	0	NA	NA	NA	NA	NA	NA
SGPP2	NA	NA	NA	NA	NA	NA	0	46	0	0	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SGTA	0	60	0	0	60	0	0	69	0	0	72	0	0	45	0	0	52	0	0	83	0	0	81	0
SH2B3	0	55	0	0	56	0	0	61	0	0	54	0	0	49	0	0	47	0	NA	NA	NA	NA	NA	NA
SH2D3A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	26	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH2D5	0	69	0	0	71	0	0	61	0	0	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH2D6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	75	0	0	71	0
SH3BP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	65	0	0	70	0	NA	NA	NA	NA	NA	NA
SH3BP4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	102	0	0	88	0
SH3BP5	0	65	0	0	72	0	0	80	0	0	78	0	NA	NA	NA	NA	NA	NA	0	112	0	0	100	0
SH3GL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	70	0	0	65	0	NA	NA	NA	NA	NA	NA
SH3GL2	0	103	0	0	114	0	0	97	0	0	104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH3PXD2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	48	0
SH3RF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	72	0	0	68	0
SH3RF3	0	57	0	0	57	0	0	72	0	0	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH3TC1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	51	0	0	48	0	NA	NA	NA	NA	NA	NA
SHC3	0	68	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHC4	NA	NA	NA	NA	NA	NA	0	70	0	0	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	58	0	0	59	0	NA	NA	NA	NA	NA	NA
SHISA2	NA	NA	NA	NA	NA	NA	0	30	0	0	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHISA4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	54	0
SHISA9	0	108	0	0	120	0	0	105	0	0	108	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHOX	0	0	19	0	0	20	0	0	22	0	0	22	NA	NA	NA	0	0	12	0	0	21	0	0	23
SHPRH	NA	NA	NA	NA	NA	NA	0	84	0	0	88	0	0	72	0	0	64	0	NA	NA	NA	NA	NA	NA
SHQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	42	0	NA	NA	NA	NA	NA	NA
SHTN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	91	0
SIAE	NA	NA	NA	NA	NA	NA	0	52	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIAH2	0	61	0	0	60	0	0	48	0	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIK2	0	75	0	0	78	0	0	124	0	0	137	0	NA	NA	NA	NA	NA	NA	0	59	0	0	59	0
SIK3	0	81	0	0	84	0	NA	NA	NA	NA	NA	NA	0	72	0	0	73	0	0	118	0	0	119	0
SIL1	NA	NA	NA	NA	NA	NA	0	62	0	0	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIPA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	51	0	NA	NA	NA	NA	NA	NA
SIPA1L2	NA	NA	NA	NA	NA	NA	0	69	0	0	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIPA1L3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	44	0
SIRPA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	69	0	0	66	0	0	76	0
SIRT5	0	91	0	0	102	0	0	69	0	0	63	0	0	69	0	0	60	0	NA	NA	NA	NA	NA	NA
SKI	0	47	0	0	48	0	0	42	0	0	43	0	0	52	0	0	49	0	NA	NA	NA	NA	NA	NA
SKIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	58	0	0	59	0	0	62	0
SKOR2	0	28	0	0	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SKP2	0	69	0	0	65	0	NA	NA	NA	NA	NA	NA	0	42	0	0	38	0	0	70	0	0	77	0
SLA	0	98	0	0	107	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLAIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	66	0
SLAIN2	0	69	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLAMF6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	39	0	0	33	0	NA	NA	NA	NA	NA	NA
SLBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	59	0
SLC11A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	56	0	NA	NA	NA	NA	NA	NA
SLC12A2	0	66	0	0	63	0	0	67	0	0	69	0	NA	NA	NA	NA	NA	NA	0	80	0	0	78	0
SLC12A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	52	0	NA	NA	NA	NA	NA	NA
SLC12A5	0	79	0	0	84	0	0	73	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A11	0	47	0	0	34	0	NA	NA	NA	0	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC16A13	NA	NA	NA	NA	NA	NA	0	39	0	0	42	0	0	48	0	0	44	0	NA	NA	NA	NA	NA	NA
SLC16A6	NA	NA	NA	NA	NA	NA	0	56	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC17A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	0	0	25	0
SLC17A7	0	92	0	0	97	0	0	81	0	0	90	0	0	58	0	0	50	0	NA	NA	NA	NA	NA	NA
SLC1A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	0	0	48	0	NA	NA	NA	NA	NA	NA
SLC1A3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	0	0	45	0	0	116	0	0	107	0
SLC1A4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	60	0
SLC1A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	0	0	56	0	NA	NA	NA	NA	NA	NA
SLC22A23	0	75	0	0	77	0	0	70	0	0	72	0	0	77	0	0	69	0	0	151	0	0	136	0
SLC23A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	73	0	0	62	0	NA	NA	NA	NA	NA	NA
SLC24A2	0	79	0	0	85	0	0	116	0	0	116	0	NA	NA	NA	NA	NA	NA	0	127	0	0	130	0
SLC25A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	27	0	0	32	0
SLC25A12	0	55	0	0	56	0	0	55	0	0	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	55	0
SLC25A16	NA	NA	NA	NA	NA	NA	0	72	0	0	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	49	0
SLC25A23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A25	NA	NA	NA	NA	NA	NA	0	77	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A27	0	69	0	0	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A38	0	41	0	0	45	0	0	38	0	0	39	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	47	0	NA	NA	NA	NA	NA	NA
SLC25A40	0	54	0	0	63	0	0	58	0	0	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A44	0	79	0	0	87	0	0	70	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	55	0	0	65	0	0	73	0
SLC25A48	NA	NA	NA	NA	NA	NA	0	49	0	0	49	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC26A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	46	0	0	36	0
SLC26A4	NA	NA	NA	NA	NA	NA	0	80	0	0	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC26A8	0	83	0	0	93	0	0	97	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC27A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	45	0	NA	NA	NA	NA	NA	NA
SLC29A3	NA	NA	NA	NA	NA	NA	0	47	0	0	45	0	0	65	0	0	53	0	NA	NA	NA	NA	NA	NA
SLC2A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	47	0	0	49	0
SLC2A3	NA	NA	NA	NA	NA	NA	0	77	0	0	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC2A8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	60	0	0	57	0	0	57	0	0	45	0
SLC2A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	63	0	0	69	0	0	54	0	0	45	0
SLC30A4	0	70	0	0	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35A4	0	62	0	0	74	0	0	58	0	0	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35B1	NA	NA	NA	NA	NA	NA	0	46	0	0	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35C1	0	63	0	0	64	0	0	69	0	0	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC35C2	NA	NA	NA	NA	NA	NA	0	49	0	0	59	0	NA	NA	NA	NA	NA	NA	0	54	0	0	60	0
SLC35F3	0	78	0	0	81	0	0	73	0	0	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	43	0	0	40	0	NA	NA	NA	NA	NA	NA
SLC38A10	0	63	0	0	62	0	0	83	0	0	94	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	82	0	0	81	0	NA	NA	NA	NA	NA	NA
SLC38A7	0	62	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	51	0	NA	NA	NA	NA	NA	NA
SLC39A1	0	66	0	0	67	0	NA	NA	NA	NA	NA	NA	0	47	0	0	54	0	NA	NA	NA	NA	NA	NA
SLC39A10	0	81	0	0	80	0	0	46	0	0	49	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC39A13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC3A2	NA	NA	NA	NA	NA	NA	0	63	0	0	64	0	NA	NA	NA	NA	NA	NA	0	72	0	0	70	0
SLC43A1	0	74	0	0	61	0	0	61	0	0	54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC43A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	0	62	0	NA	NA	NA	NA	NA	NA
SLC44A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	71	0	0	71	0	0	94	0	0	86	0
SLC4A10	0	79	0	0	82	0	0	55	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC4A3	0	67	0	0	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC4A7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	47	0	NA	NA	NA	NA	NA	NA
SLC4A8	0	80	0	0	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	67	0	0	69	0
SLC6A6	NA	NA	NA	NA	NA	NA	0	56	0	0	59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC6A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	101	0	0	97	0
SLC7A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	50	0	NA	NA	NA	NA	NA	NA
SLC7A5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	43	0	NA	NA	NA	NA	NA	NA
SLC7A6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66	0	0	70	0	NA	NA	NA	NA	NA	NA
SLC7A8	0	86	0	0	85	0	0	57	0	0	58	0	0	55	0	0	54	0	NA	NA	NA	NA	NA	NA
SLC8A1	NA	NA	NA	NA	NA	NA	0	79	0	0	85	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC8A3	0	76	0	0	80	0	0	105	0	0	101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC9A8	0	77	0	0	78	0	0	75	0	0	79	0	NA	NA	NA	NA	NA	NA	0	73	0	0	74	0
SLC9A9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	52	0	NA	NA	NA	NA	NA	NA
SLC9B1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	44	0	0	46	0
SLCO3A1	0	66	0	0	65	0	0	57	0	0	61	0	NA	NA	NA	NA	NA	NA	0	99	0	0	99	0
SLIT1	0	54	0	0	54	0	0	49	0	0	49	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLIT2	0	62	0	0	64	0	NA	NA	NA	NA	NA	NA	0	66	0	0	75	0	NA	NA	NA	NA	NA	NA
SLIT3	0	100	0	0	103	0	0	79	0	0	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLITRK1	0	65	0	0	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLX4IP	0	136	0	0	147	0	0	133	0	0	136	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMAD2	0	0	418	0	0	456	0	0	445	0	0	467	0	0	361	0	0	342	0	0	274	0	0	289
SMAD3	0	0	496	0	0	492	5159.83084822137	74	582	5682.47301271204	82	574	2870.76798998823	65	377	3430.4393384471	68	366	0	0	323	0	0	337
SMAD4	0	0	469	0	0	464	0	0	522	0	0	538	0	0	371	0	0	361	0	0	293	0	0	305
SMAD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62	0	0	54	0	NA	NA	NA	NA	NA	NA
SMAD7	0	104	0	0	114	0	0	80	0	0	80	0	NA	NA	NA	NA	NA	NA	0	64	0	0	67	0
SMAP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	52	0	0	56	0	NA	NA	NA	NA	NA	NA
SMARCA2	0	110	0	0	115	0	0	97	0	0	101	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMARCAL1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	55	0	0	56	0	NA	NA	NA	NA	NA	NA
SMARCC1	0	76	0	0	83	0	0	74	0	0	81	0	NA	NA	NA	NA	NA	NA	0	62	0	0	69	0
SMC1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMCHD1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	59	0	0	49	0	NA	NA	NA	NA	NA	NA
SMG6	NA	NA	NA	NA	NA	NA	0	71	0	0	73	0	0	70	0	0	68	0	NA	NA	NA	NA	NA	NA
SMG7	0	71	0	0	78	0	0	107	0	0	110	0	0	67	0	0	86	0	0	110	0	0	112	0
SMIM10L1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	34	0	0	32	0
SMIM12	NA	NA	NA	NA	NA	NA	0	53	0	0	56	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMIM13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	68	0	0	79	0	NA	NA	NA	NA	NA	NA
SMIM14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	69	0	0	81	0	0	70	0	0	70	0
SMIM15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	0	57	0	0	53	0	0	48	0
SMIM20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	54	0	0	52	0	0	47	0	0	51	0
SMIM4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	48	0	0	46	0
SMOX	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	45	0	0	45	0	NA	NA	NA	NA	NA	NA
SMPD3	0	107	0	0	118	0	0	109	0	0	113	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMU1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	74	0	0	82	0	NA	NA	NA	NA	NA	NA
SMUG1	0	59	0	0	60	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMURF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	41	0	0	43	0	NA	NA	NA	NA	NA	NA
SNAI1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	42	0	0	32	0
